-2.086284059695268141e-03,-1.705220713518076350e-03,-6.784247083136924839e-04,5.245991074654740701e-04,-9.027630783113633648e-04,-3.018708590989111103e-03,-2.617312957297106429e-05,-5.934447060839035228e-04,-1.522759977266469403e-03,-1.776759839860161819e-03,3.739669410893013343e-03,8.190340095645319790e-05,-4.318236447697390047e-03,1.911330931410111728e-03,-8.175617277630568098e-05,-1.748823338514391475e-03,-2.649832305622904123e-03,1.493193926784747117e-03,-2.318304847566294690e-03,4.684912187583227007e-03
-1.403807013714996341e-03,-2.848324173067458970e-03,-9.073855633860183120e-04,2.341143373998928138e-03,-2.978017806627676015e-03,-4.417708294393868015e-03,-9.441482666200894103e-04,2.597056537636164794e-04,-4.825288841791569453e-04,-1.437042842195727140e-03,5.519206187622893592e-04,-3.762619460283140845e-04,1.882025587660926926e-03,1.029192620173346442e-03,2.661775167022036731e-03,-3.145646604160833547e-03,-4.245307346635746070e-04,-1.379023419339133621e-04,-4.321166855060521068e-03,-1.923964712402849724e-04
-2.906330252661380904e-03,-8.729568572421714896e-04,-1.045616492253102509e-03,1.888225880335119358e-03,-2.569723876581761490e-03,-1.894016729007031493e-03,2.061592678585687319e-03,-2.263040219831369433e-04,3.612165526292307124e-03,1.191958622446674622e-03,2.878647598742244389e-03,-6.008962998006745458e-03,9.599863798278341362e-04,-3.948119351226184355e-03,-1.325119706227892392e-03,-4.366041246594041603e-05,2.627182896143566079e-03,5.161873493799800077e-04,1.316532874327426463e-03,1.568922279097745287e-03
1.574144588410338334e-04,-5.831230931524003513e-04,-6.308189048023826523e-04,1.186429093093704533e-03,-4.389640728389640478e-03,-1.644635973786690407e-05,-2.946115262744668489e-03,-1.600671368381064493e-04,5.725352833648403739e-04,-1.507552050485518004e-03,-3.002215953323956153e-03,1.992082140634683640e-03,-2.374724416198641889e-03,5.852422487563077071e-03,-8.361314310348914218e-04,4.607566085200348084e-04,1.651970672163244769e-03,1.991740970051896105e-03,-3.122137089241863554e-03,-2.439893284474897468e-03
-5.628702611062228779e-03,4.674969371730318575e-04,-6.829763421437507918e-04,2.804067568336816776e-03,-7.499371221207984991e-04,-1.817643190844958623e-03,8.606940267762083763e-04,-3.547890374395202932e-03,-1.485545800082100406e-03,3.002254262890618770e-03,1.528785760201963615e-03,1.783956842649662023e-03,-1.642160728343152430e-03,2.473727142148439070e-03,2.053380220779080830e-03,-2.292648301999480106e-03,-4.678679432094974967e-04,1.432220269500042453e-04,-4.108680039915469989e-04,7.348282285567007521e-05
3.285158783214980329e-04,5.276564405683618723e-03,7.996079145003454893e-04,1.841927744787199509e-03,2.992269766594329340e-03,-2.196032985785297301e-04,4.481728837714337929e-03,1.021881794384281970e-03,1.823351109418828346e-03,-3.358831979572975308e-03,8.910583512695294337e-04,-2.220044135576578186e-03,4.314951079044235569e-05,6.069374854700076115e-04,1.347285086997153554e-03,-2.411297971249140321e-03,2.220067356499441993e-03,1.190866564424931115e-03,-5.053516666201938535e-04,1.106191466822932599e-03
1.701687419343582766e-03,-3.660953907338761627e-03,5.539592154268368346e-03,-5.764836475523149682e-04,-1.202220403262527909e-03,-4.309545365166037728e-03,-3.413045023852585239e-03,1.264710006981505650e-04,8.982106436777953984e-04,-4.788583869253825506e-04,-1.316052147652685498e-03,-4.879131122732464475e-04,3.528969887964086231e-03,9.487501315778549974e-04,2.192208519179337991e-04,-1.471323580809612720e-03,2.060866022269269068e-03,-1.199831877649449804e-03,1.443800573291842675e-03,-1.074211608688001741e-03
1.403193453692835749e-03,2.695358224852143544e-03,5.689545406977218264e-04,3.651877999100578732e-03,-5.544729417146540378e-03,-4.178889064877252743e-03,-3.738684386608444299e-04,-4.581716338099138530e-03,7.385348984753826356e-05,6.433815124013504607e-04,-1.038803480589699799e-03,9.826799125948763782e-04,2.377637659088242469e-03,-2.313337123180280591e-03,3.848982647197215883e-03,-1.357167444126969628e-03,-1.097616533893642230e-03,1.364686476482506383e-03,-2.040026174829838446e-03,-1.930312679711981849e-04
1.845151939478750606e-03,-2.866579730042366145e-03,4.574195623074293307e-04,2.077060488275835493e-03,-5.316316110089200743e-04,-3.619398952372238488e-05,-1.349438484637721343e-03,5.610550395810816587e-04,-3.369087726649997328e-03,-2.965649045798901345e-04,4.637125135173044387e-04,9.459552936054289830e-04,1.285212212054203393e-04,-1.154538982062483076e-03,-2.060784753499566961e-03,-8.901538712712829581e-04,2.771323183881747951e-03,6.110626734907327997e-04,-6.968915896317130765e-04,-1.550888820411565610e-04
-9.909828244019636394e-04,-1.161719473301835517e-03,1.791233913404468529e-03,5.062458927833073542e-04,-8.027591723121007888e-04,1.261214011782100771e-03,5.373069562476389966e-04,-4.065103108204051220e-03,-3.575911074160479600e-03,2.069011664273293430e-03,-4.032364695381025418e-03,2.216445209108245957e-03,-2.451130890812499869e-03,-1.649059681155005041e-03,9.134160381813416713e-04,3.985007228950332263e-03,-4.258848369895917980e-06,1.625338024407564554e-03,-8.669343008472111612e-04,2.933011730377578421e-03
1.288156773980863061e-03,-3.580511607602963149e-04,-2.039085364816314307e-04,3.555463510589963131e-03,3.392622269926683521e-03,3.799324350431664346e-03,2.435369144693062219e-04,-1.898480516257253984e-04,2.844984605898739222e-03,-1.779345799875908666e-03,1.147077902104901015e-03,1.784556582662168590e-03,2.873362800931625240e-03,-1.267287930808581658e-03,-4.043116929580911081e-04,3.228806195398887364e-04,1.417736211887758594e-03,1.270880465169588885e-03,-2.355063625387197445e-03,4.291588281414853730e-05
2.424078964664193661e-03,1.050061804067455983e-03,-1.138651289606726694e-03,5.217165042893318408e-04,4.468636869425851523e-04,-2.802429792526948526e-03,3.699522589766132425e-03,-2.541653423012602431e-03,7.870454529536439906e-04,-4.145807251248152868e-04,2.251018849858186024e-03,8.513199293330122501e-04,-8.549984580311747713e-04,4.373915780708549379e-04,-2.085621512889850124e-03,4.048561912505970958e-03,1.096011982927663775e-03,3.182968307123568976e-04,-5.068637497767851212e-04,2.041202254137553223e-03
6.164221353788948768e-04,-6.263404328961904351e-04,-9.264642306903256731e-04,3.476430740473992424e-03,8.530194810724809826e-03,7.589335814566753897e-04,7.883928259768647681e-04,1.252682289385518395e-04,2.228660675137855273e-04,2.096891715535925248e-03,1.009874729385126964e-03,2.970181010552241604e-04,1.326259637503832481e-03,5.230006194785129583e-03,5.271959213085011114e-03,3.853312340041249295e-03,-1.453697120089594190e-03,-1.725236178532686898e-03,4.439128906574091814e-04,-3.366346517695099124e-03
6.280101412496631209e-03,-1.539070567914140215e-03,2.395840176519304591e-03,1.098185783012053203e-03,4.059556699883407060e-03,-2.864098316163160682e-04,-2.574864772666812210e-04,-2.896723323322463774e-03,-9.246324697355267274e-04,-2.564190973938183619e-03,-2.730785318458278307e-03,-1.391384509206774740e-04,-1.105205535755089327e-03,3.999182069679279271e-03,-1.896062003902675283e-03,3.186971330315294462e-03,-1.985584856059366497e-03,2.596266813891196044e-03,3.002346705431164359e-03,5.908295990257906964e-03
5.291120621615547515e-04,1.217938849098016947e-03,9.382118267287257269e-04,1.140711075845661114e-03,2.966225357070027477e-03,2.447820766071674703e-03,3.113635799139789512e-03,5.186289219692865422e-04,5.586995230336239647e-03,1.106688031221542698e-03,-2.273657610081164081e-03,4.084746169269707836e-03,-3.565870189747077489e-03,2.930489199426500151e-03,4.805016721224201516e-04,-6.945762031438364138e-04,2.063214511268424579e-03,-7.517338293416714898e-04,-2.269058142941563112e-03,2.719439369886198204e-03
1.049750600987604175e-04,-1.991792690938800573e-03,-1.560365520248638629e-03,-4.226279635018961346e-03,-5.993367803987635243e-04,-6.567946286852018121e-04,-2.050633695937747049e-04,1.725057437187655545e-03,2.840405547836517743e-03,1.127640490158869722e-03,-2.516300866362672535e-04,2.841198583429516145e-03,-1.867343043057347225e-03,-1.972746664620175783e-03,5.472590898738399507e-04,1.886953673391151024e-03,9.539968710685146327e-05,1.085933493678187169e-03,-2.596059990469867535e-03,-3.742424724399601339e-03
-5.831494925007010659e-04,2.017350985358189359e-03,3.958593120376664200e-03,8.785447469481933033e-05,1.920902056545056120e-03,1.546022656587183689e-03,7.423270108969801323e-04,-1.239930333913589035e-03,-1.050629290552285546e-03,-4.465046459953890372e-04,2.218141490365462942e-03,-1.673759539391625690e-03,1.348710026642303307e-03,-8.571489097243174295e-04,5.177084267921323348e-03,-2.619261464933040316e-03,1.111113661553563611e-03,-8.097123711896295727e-04,-1.153795377502267287e-03,-1.561932020682373383e-03
1.009352236651271748e-03,1.880293938868114224e-03,1.437317725702633425e-03,1.495393079726078846e-04,-2.511058557146330413e-03,-4.079137832464552194e-03,5.673618126863089325e-04,-4.072214947664812290e-03,-2.167283583400731687e-03,9.017569765103489318e-05,1.245693829099592774e-03,-3.536954185047769782e-03,-1.944634848968869803e-03,2.514424780378581113e-03,-3.783347351755736573e-04,-3.540927459032773734e-04,-1.110556716831107450e-03,9.928126938418587854e-04,-7.772882963778558535e-04,-1.757933460684969057e-03
-2.323001778180551567e-04,-5.167571508080045654e-05,2.480603994578630452e-03,-1.805924205136725949e-03,3.252835255466698938e-03,1.482828684854874471e-03,-6.412954624258259892e-04,-2.962839924421586252e-03,4.918444980580201353e-03,1.750465426486514167e-03,-1.432814102858360854e-03,2.399829411611886093e-03,-4.815971926906353374e-03,-2.113004738637540379e-03,2.233825518728381043e-03,-1.682940266042989082e-04,-2.967662498708601861e-05,-2.084519008340305398e-03,2.533744326220781933e-04,5.606257088621988995e-04
1.539881553626434732e-03,-6.931132416709646828e-04,-1.589011336297794933e-03,1.109388483066892691e-03,2.045761127396135415e-03,-2.049232577712405481e-03,-8.401325615787030810e-04,3.773013030719341541e-03,-4.205293410192459565e-03,-3.493694600967782037e-04,2.898550300459455989e-04,-2.472377021977707843e-03,-1.339646710687056406e-03,8.136504095425381921e-04,1.211760697867473539e-03,-1.619779439597770956e-03,-1.817650442561837519e-03,5.921905206198096669e-04,8.793200181438564841e-04,1.850137927927076069e-03
